file_name,overall_summary
cluster_minilm_kmeans_15_Centroid.csv,this is a great memory card that i've put into my phone for music and picture storage. it works exactly as advertised. i use this card in my smartphone and it works great. it's fast and roomy i got the 16gb version enough to store all the music and video i need. it was immediately recognized by my samsung smartphone when i put it in about 6 months ago and i've had no reason to take it out ever since. bought this for my girlfriend.the card works very nice and is a great way to up your storage on your cell phone.this is currently in a samsung galaxy s4.
cluster_minilm_kmeans_20_Centroid.csv,"love this card, its fast and sports an insane 128gb of storage. amazon had a killer price on it too, well below the big box stores. works perfect with my phone and my hd video recorder. this card has met my every expectation. i use it for still pictures and video streaming in my samsung camera, and thus far no problems at all. great card with fast write times. excellent for use in dslr or gopro camera. i have used it to save both photos and movies."
cluster_mpnet_hdbscan_100_Centroid.csv,"works as specified, received in good condition from amazon, using since a few months, in a smartphone, it doesn't get better than this if you're using sandisk in terms of speed and space. you can expect speeds upto 28 mb sec for write, about 30mb sec for read, with the provided adapter, speeds ar always better for both read write, using smartphone to read write, speeds would be lesser mostly, but average should be 20mb sec anyways as per what i've seen and i'm a heavy user, like if there is a 256gb microsdxc available, i would actually buy it, tried the extreme version with 80mb sec, costs 2 times of this one, but works similar to this, so dont waste money on name that doesnt deliver, buy this if you're buying to sandisk the memory sandisk ultra 64gb micro sdxc class 10 uhs it has been working really good and it is fast at loading my content i would really recommend this product to anyone that needs a memory card for their phones, tablets and more. i'm always happy with a sandisk purchase. i am currently using this microsdxc in my cellphone samsung g4, which is more than enough for pictures, videos, and document downloads. very fast read and write."
cluster_mpnet_hdbscan_2_Centroid.csv,"great sd card. i use it in a galaxy s3, and have no complaints.its quite fast, and works. i don't know what else to say.you can't go wrong with sandisk. this is a great memory card that i've put into my phone for music and picture storage. it works exactly as advertised. this went into my new samsung galaxy light cell phone to store my music files and my cell phone photos. zero problems. these sd cards just work until the don't . sandisk is a top brand and i have no trouble recommending this. look through the many dozens of other recommendations, too. class 10 uhs 1 is one of the fastest protocols available currently."
cluster_mpnet_hdbscan_30_Centroid.csv,"this is a great memory card that i've put into my phone for music and picture storage. it works exactly as advertised. love this card, its fast and sports an insane 128gb of storage. amazon had a killer price on it too, well below the big box stores. works perfect with my phone and my hd video recorder. great sandisk micro sd card. havent had anyproblems with this one. its fast and it loads good. i approve this"
cluster_mpnet_hdbscan_35_Centroid.csv,"this is a great memory card that i've put into my phone for music and picture storage. it works exactly as advertised. love this card, its fast and sports an insane 128gb of storage. amazon had a killer price on it too, well below the big box stores. works perfect with my phone and my hd video recorder. great sandisk micro sd card. havent had anyproblems with this one. its fast and it loads good. i approve this"
cluster_mpnet_hdbscan_40_Centroid.csv,"this is a great memory card that i've put into my phone for music and picture storage. it works exactly as advertised. love this card, its fast and sports an insane 128gb of storage. amazon had a killer price on it too, well below the big box stores. works perfect with my phone and my hd video recorder. works perfectly!!! couldn't ask for a better card and price was good too. got two one for each smart phone and my wife loves hers too finaly got lots of free space.sandisk ultra 64 gb microsdxc class 10 uhs 1 memory card with adapter..."
cluster_mpnet_hdbscan_45_Centroid.csv,"love this card, its fast and sports an insane 128gb of storage. amazon had a killer price on it too, well below the big box stores. works perfect with my phone and my hd video recorder. works perfectly!!! couldn't ask for a better card and price was good too. got two one for each smart phone and my wife loves hers too finaly got lots of free space.sandisk ultra 64 gb microsdxc class 10 uhs 1 memory card with adapter... i'm always happy with a sandisk purchase. i am currently using this microsdxc in my cellphone samsung g4, which is more than enough for pictures, videos, and document downloads. very fast read and write."
cluster_mpnet_hdbscan_50_Centroid.csv,"love this card, its fast and sports an insane 128gb of storage. amazon had a killer price on it too, well below the big box stores. works perfect with my phone and my hd video recorder. works perfectly!!! couldn't ask for a better card and price was good too. got two one for each smart phone and my wife loves hers too finaly got lots of free space.sandisk ultra 64 gb microsdxc class 10 uhs 1 memory card with adapter... great sandisk micro sd card. havent had anyproblems with this one. its fast and it loads good. i approve this"
cluster_mpnet_hdbscan_55_Centroid.csv,"great fast storage. works great as my galaxy s4 storage card. you can always rely on sandisk products. pay a little more sometimes, but worth it. love this card, its fast and sports an insane 128gb of storage. amazon had a killer price on it too, well below the big box stores. works perfect with my phone and my hd video recorder. works perfectly!!! couldn't ask for a better card and price was good too. got two one for each smart phone and my wife loves hers too finaly got lots of free space.sandisk ultra 64 gb microsdxc class 10 uhs 1 memory card with adapter..."
cluster_mpnet_hdbscan_60_Centroid.csv,"love this card, its fast and sports an insane 128gb of storage. amazon had a killer price on it too, well below the big box stores. works perfect with my phone and my hd video recorder. works perfectly!!! couldn't ask for a better card and price was good too. got two one for each smart phone and my wife loves hers too finaly got lots of free space.sandisk ultra 64 gb microsdxc class 10 uhs 1 memory card with adapter... great buy for this sandisk 16 gb memory. worked well in my samsung s4 smartphone. i mainly use the extra memory to save photos and music. like the adapter that i use frequently to copies files to my desk top pc."
cluster_mpnet_kmeans_10_Centroid.csv,this is a great memory card that i've put into my phone for music and picture storage. it works exactly as advertised. i use this card in my smartphone and it works great. it's fast and roomy i got the 16gb version enough to store all the music and video i need. it was immediately recognized by my samsung smartphone when i put it in about 6 months ago and i've had no reason to take it out ever since. added this card to my note 2 for massive storage capacity. phone recognized the card without any issues and it's been solid since its installation. read write when plugged into a computer is blazing fast.
cluster_mpnet_kmeans_15_Centroid.csv,"love this card, its fast and sports an insane 128gb of storage. amazon had a killer price on it too, well below the big box stores. works perfect with my phone and my hd video recorder. extremely happy with this memory card. very fast, and have not had a problem since i bought it almost 6 months ago. great memory card. i have trusted sandisk since it came out with memory products. they work harder to keep innovating."
cluster_mpnet_kmeans_20_Centroid.csv,"love this card, its fast and sports an insane 128gb of storage. amazon had a killer price on it too, well below the big box stores. works perfect with my phone and my hd video recorder. extremely happy with this memory card. very fast, and have not had a problem since i bought it almost 6 months ago. great memory card. i have trusted sandisk since it came out with memory products. they work harder to keep innovating."
cluster_paraphrase_hdbscan_100_Centroid.csv,"works as specified, received in good condition from amazon, using since a few months, in a smartphone, it doesn't get better than this if you're using sandisk in terms of speed and space. you can expect speeds upto 28 mb sec for write, about 30mb sec for read, with the provided adapter, speeds ar always better for both read write, using smartphone to read write, speeds would be lesser mostly, but average should be 20mb sec anyways as per what i've seen and i'm a heavy user, like if there is a 256gb microsdxc available, i would actually buy it, tried the extreme version with 80mb sec, costs 2 times of this one, but works similar to this, so dont waste money on name that doesnt deliver, buy this if you're buying to sandisk i bought this with the sole intention of putting it in my samsung galaxy s3. i had to use a tool to format the card to fat32, but once i did so, the card worked great. i have been taking advantage of the extra room i have for music, videos, pictures, etc. the sd adapter that comes with this is also handy.the transfer speeds didn't feel like class 10 when connected and transferred files from my computer, but my computer is 5 years old, so it's very possible that it's the problem. other than that, i'm completely satisfied. works great, my phone detected and let me format it to fat32 with no additional tools. once formatted its 59gb you lose some in the conversion metric from gib to gb. bought it for my motorola droid x first generation phone, i wanted to use it as a media player and it works wonderfully and has lots of storage for my movies, music, games and books. its a class 10 card so its also very fast, certainly faster than the stock card."
cluster_paraphrase_hdbscan_2_Centroid.csv,"this went into my new samsung galaxy light cell phone to store my music files and my cell phone photos. zero problems. these sd cards just work until the don't . sandisk is a top brand and i have no trouble recommending this. look through the many dozens of other recommendations, too. class 10 uhs 1 is one of the fastest protocols available currently. love this card, its fast and sports an insane 128gb of storage. amazon had a killer price on it too, well below the big box stores. works perfect with my phone and my hd video recorder. the memory sandisk ultra 64gb micro sdxc class 10 uhs it has been working really good and it is fast at loading my content i would really recommend this product to anyone that needs a memory card for their phones, tablets and more."
cluster_paraphrase_hdbscan_30_Centroid.csv,"this is a great memory card that i've put into my phone for music and picture storage. it works exactly as advertised. love this card, its fast and sports an insane 128gb of storage. amazon had a killer price on it too, well below the big box stores. works perfect with my phone and my hd video recorder. great sandisk micro sd card. havent had anyproblems with this one. its fast and it loads good. i approve this"
cluster_paraphrase_hdbscan_35_Centroid.csv,"this is a great memory card that i've put into my phone for music and picture storage. it works exactly as advertised. love this card, its fast and sports an insane 128gb of storage. amazon had a killer price on it too, well below the big box stores. works perfect with my phone and my hd video recorder. great sandisk micro sd card. havent had anyproblems with this one. its fast and it loads good. i approve this"
cluster_paraphrase_hdbscan_40_Centroid.csv,i knew buying sandisk i would get a great sd card and its super fast. i really like it in my phone.if you need a micro sd card this one will perform great and not let you down. sandisk 16gb micro sdhcworks as advertised.good quality.pretty inexpensive price considering.i would recommend it to anyone in need of a micro sd card. great sandisk micro sd card. havent had anyproblems with this one. its fast and it loads good. i approve this
cluster_paraphrase_hdbscan_45_Centroid.csv,"not too much to say about the card, other than it works well in my samsung galaxy s4. the price was great for such large storage and i believe you will be very happy with your purchase. love this card, its fast and sports an insane 128gb of storage. amazon had a killer price on it too, well below the big box stores. works perfect with my phone and my hd video recorder. read the reviews and settled on this card to use in my cell phone. so far so good. no problems whatsoever. have tons of space to store all my mp3s, photos and videos. great read access speed due to being hc 1 class. excellent price as i got this shortly after black friday sale."
cluster_paraphrase_hdbscan_50_Centroid.csv,"works as specified, received in good condition from amazon, using since a few months, in a smartphone, it doesn't get better than this if you're using sandisk in terms of speed and space. you can expect speeds upto 28 mb sec for write, about 30mb sec for read, with the provided adapter, speeds ar always better for both read write, using smartphone to read write, speeds would be lesser mostly, but average should be 20mb sec anyways as per what i've seen and i'm a heavy user, like if there is a 256gb microsdxc available, i would actually buy it, tried the extreme version with 80mb sec, costs 2 times of this one, but works similar to this, so dont waste money on name that doesnt deliver, buy this if you're buying to sandisk this went into my new samsung galaxy light cell phone to store my music files and my cell phone photos. zero problems. these sd cards just work until the don't . sandisk is a top brand and i have no trouble recommending this. look through the many dozens of other recommendations, too. class 10 uhs 1 is one of the fastest protocols available currently. great sandisk micro sd card. havent had anyproblems with this one. its fast and it loads good. i approve this"
cluster_paraphrase_hdbscan_55_Centroid.csv,"works as specified, received in good condition from amazon, using since a few months, in a smartphone, it doesn't get better than this if you're using sandisk in terms of speed and space. you can expect speeds upto 28 mb sec for write, about 30mb sec for read, with the provided adapter, speeds ar always better for both read write, using smartphone to read write, speeds would be lesser mostly, but average should be 20mb sec anyways as per what i've seen and i'm a heavy user, like if there is a 256gb microsdxc available, i would actually buy it, tried the extreme version with 80mb sec, costs 2 times of this one, but works similar to this, so dont waste money on name that doesnt deliver, buy this if you're buying to sandisk i've always bought sandisk sd cards, and have never been disappointed. this one is no exception. i'm using it in my galaxy s iii and have no problems. transfer speeds are as advertised. great card, great price. great sandisk micro sd card. havent had anyproblems with this one. its fast and it loads good. i approve this"
cluster_paraphrase_hdbscan_60_Centroid.csv,"i have always had good luck with sandisk memory cards. this one is no exception. fast works great in my galaxy s4 and never a problem with any i have purchased. i've always bought sandisk sd cards, and have never been disappointed. this one is no exception. i'm using it in my galaxy s iii and have no problems. transfer speeds are as advertised. great card, great price. cant complain about anything sandisk. i buy this product anytime i need a memory card.. prices are decent and storage capacity is as well"
cluster_paraphrase_kmeans_10_Centroid.csv,"not too much to say about the card, other than it works well in my samsung galaxy s4. the price was great for such large storage and i believe you will be very happy with your purchase. love this card, its fast and sports an insane 128gb of storage. amazon had a killer price on it too, well below the big box stores. works perfect with my phone and my hd video recorder. read the reviews and settled on this card to use in my cell phone. so far so good. no problems whatsoever. have tons of space to store all my mp3s, photos and videos. great read access speed due to being hc 1 class. excellent price as i got this shortly after black friday sale."
cluster_paraphrase_kmeans_15_Centroid.csv,i love this micro sd card. awesome amount of space and just plain ole reliable. you dont find to many products like that nowadays. great micro sd card! very helpful to store my media files and has no problem for my samsung galaxy note2!! great sandisk micro sd card. havent had anyproblems with this one. its fast and it loads good. i approve this
cluster_paraphrase_kmeans_20_Centroid.csv,"i love this micro sd card. awesome amount of space and just plain ole reliable. you dont find to many products like that nowadays. great micro sd card! very helpful to store my media files and has no problem for my samsung galaxy note2!! awesome little sd card, my phone is 32gb but i still wanted more for music and videos and this totally works great, as soon as i put it on my phone read it and also it is fast.. i am happy with my purchase.."
cluster_t5_hdbscan_100_Centroid.csv,"this is a great memory card that i've put into my phone for music and picture storage. it works exactly as advertised. love this card, its fast and sports an insane 128gb of storage. amazon had a killer price on it too, well below the big box stores. works perfect with my phone and my hd video recorder. great sandisk micro sd card. havent had anyproblems with this one. its fast and it loads good. i approve this"
cluster_t5_hdbscan_2_Centroid.csv,"great sd card. i use it in a galaxy s3, and have no complaints.its quite fast, and works. i don't know what else to say.you can't go wrong with sandisk. i've always bought sandisk sd cards, and have never been disappointed. this one is no exception. i'm using it in my galaxy s iii and have no problems. transfer speeds are as advertised. great card, great price. great sandisk micro sd card. havent had anyproblems with this one. its fast and it loads good. i approve this"
cluster_t5_hdbscan_30_Centroid.csv,"love this card, its fast and sports an insane 128gb of storage. amazon had a killer price on it too, well below the big box stores. works perfect with my phone and my hd video recorder. great sandisk micro sd card. havent had anyproblems with this one. its fast and it loads good. i approve this read the reviews and settled on this card to use in my cell phone. so far so good. no problems whatsoever. have tons of space to store all my mp3s, photos and videos. great read access speed due to being hc 1 class. excellent price as i got this shortly after black friday sale."
cluster_t5_hdbscan_35_Centroid.csv,"this is a great memory card that i've put into my phone for music and picture storage. it works exactly as advertised. love this card, its fast and sports an insane 128gb of storage. amazon had a killer price on it too, well below the big box stores. works perfect with my phone and my hd video recorder. great sandisk micro sd card. havent had anyproblems with this one. its fast and it loads good. i approve this"
cluster_t5_hdbscan_40_Centroid.csv,"this is a great memory card that i've put into my phone for music and picture storage. it works exactly as advertised. love this card, its fast and sports an insane 128gb of storage. amazon had a killer price on it too, well below the big box stores. works perfect with my phone and my hd video recorder. great sandisk micro sd card. havent had anyproblems with this one. its fast and it loads good. i approve this"
cluster_t5_hdbscan_45_Centroid.csv,"this is a great memory card that i've put into my phone for music and picture storage. it works exactly as advertised. love this card, its fast and sports an insane 128gb of storage. amazon had a killer price on it too, well below the big box stores. works perfect with my phone and my hd video recorder. great sandisk micro sd card. havent had anyproblems with this one. its fast and it loads good. i approve this"
cluster_t5_hdbscan_50_Centroid.csv,"this is a great memory card that i've put into my phone for music and picture storage. it works exactly as advertised. love this card, its fast and sports an insane 128gb of storage. amazon had a killer price on it too, well below the big box stores. works perfect with my phone and my hd video recorder. great sandisk micro sd card. havent had anyproblems with this one. its fast and it loads good. i approve this"
cluster_t5_hdbscan_55_Centroid.csv,"this is a great memory card that i've put into my phone for music and picture storage. it works exactly as advertised. love this card, its fast and sports an insane 128gb of storage. amazon had a killer price on it too, well below the big box stores. works perfect with my phone and my hd video recorder. great sandisk micro sd card. havent had anyproblems with this one. its fast and it loads good. i approve this"
cluster_t5_hdbscan_60_Centroid.csv,"this is a great memory card that i've put into my phone for music and picture storage. it works exactly as advertised. love this card, its fast and sports an insane 128gb of storage. amazon had a killer price on it too, well below the big box stores. works perfect with my phone and my hd video recorder. great sandisk micro sd card. havent had anyproblems with this one. its fast and it loads good. i approve this"
cluster_t5_kmeans_10_Centroid.csv,"works perfectly!!! couldn't ask for a better card and price was good too. got two one for each smart phone and my wife loves hers too finaly got lots of free space.sandisk ultra 64 gb microsdxc class 10 uhs 1 memory card with adapter... there are a lot of other reviews on this memory card. my only addition is that it worked perfectly the moment i put it into my s4 no formatting issues, nothing ... it just worked. also nice that it comes with an sd adapter. i use this card in my smartphone and it works great. it's fast and roomy i got the 16gb version enough to store all the music and video i need. it was immediately recognized by my samsung smartphone when i put it in about 6 months ago and i've had no reason to take it out ever since."
cluster_t5_kmeans_15_Centroid.csv,"love this card, its fast and sports an insane 128gb of storage. amazon had a killer price on it too, well below the big box stores. works perfect with my phone and my hd video recorder. sandisk 16gb micro sdhcworks as advertised.good quality.pretty inexpensive price considering.i would recommend it to anyone in need of a micro sd card. great memory card, i love the fact that this came in frustration free packaging. and even better, it also came with an sd adapter for free! thanks a bunch amazon and sandisk."
cluster_t5_kmeans_20_Centroid.csv,"love this card, its fast and sports an insane 128gb of storage. amazon had a killer price on it too, well below the big box stores. works perfect with my phone and my hd video recorder. the card seems fast and it's a huge amount of storage for the price. it has worked flawlessly for a few months in a range of smartphones and cameras. this card is very fast and perfect for my samsung galaxy note. i used it for hdr photography and it works very well."
